,exp,celltype,celltype_n,modality,file,atlas_name,sum_stat,baseline_pct,umap_pct,scale,clip,clip_soft,task
211,BasalGanglia-CN-GABA-Glut_K27Ac,BasalGanglia-CN-GABA-Glut,29,K27Ac,./Data/source/bamCoverage_bw/CN_GABA-Glut.bam_merge_A.bw,BasalGanglia,mean,0.5,0.5,2.0,128.0,32.0,regression
212,BasalGanglia-CN-GABA-Glut_K27Me3,BasalGanglia-CN-GABA-Glut,29,K27Me3,./Data/source/bamCoverage_bw/CN_GABA-Glut.bam_merge_B.bw,BasalGanglia,mean,0.5,0.5,2.0,128.0,32.0,regression
213,BasalGanglia-CN-GABA-Glut_K9Me3,BasalGanglia-CN-GABA-Glut,29,K9Me3,./Data/source/bamCoverage_bw/CN_GABA-Glut.bam_merge_C.bw,BasalGanglia,mean,0.5,0.5,5.5,48.0,12.0,regression
214,BasalGanglia-CN-GABA-Glut_RNAminus,BasalGanglia-CN-GABA-Glut,29,RNAminus,./Data/source/ENCODE_RNA_bw/CN_GABA-Glut.bam_merge_minusUniq.bw,BasalGanglia,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
215,BasalGanglia-CN-GABA-Glut_RNAplus,BasalGanglia-CN-GABA-Glut,29,RNAplus,./Data/source/ENCODE_RNA_bw/CN_GABA-Glut.bam_merge_plusUniq.bw,BasalGanglia,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
216,MiniAtlas-OGC_ATAC,MiniAtlas-OGC,72982,ATAC,./Data/source/MiniAtlas_ATAC_bw/OGC_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
217,MiniAtlas-OGC_K27Ac,MiniAtlas-OGC,72982,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/OGC_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
218,MiniAtlas-OGC_K27Me3,MiniAtlas-OGC,72982,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/OGC_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
219,MiniAtlas-OGC_RNAminus,MiniAtlas-OGC,72982,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/OGC_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
220,MiniAtlas-OGC_RNAplus,MiniAtlas-OGC,72982,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/OGC_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
221,MiniAtlas-URL_ATAC,MiniAtlas-URL,39202,ATAC,./Data/source/MiniAtlas_ATAC_bw/URL_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
222,MiniAtlas-URL_K27Ac,MiniAtlas-URL,39202,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/URL_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
223,MiniAtlas-URL_K27Me3,MiniAtlas-URL,39202,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/URL_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
224,MiniAtlas-URL_RNAminus,MiniAtlas-URL,39202,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/URL_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
225,MiniAtlas-URL_RNAplus,MiniAtlas-URL,39202,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/URL_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
226,MiniAtlas-L23IT_ATAC,MiniAtlas-L23IT,18441,ATAC,./Data/source/MiniAtlas_ATAC_bw/L23IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
227,MiniAtlas-L23IT_K27Ac,MiniAtlas-L23IT,18441,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L23IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
228,MiniAtlas-L23IT_K27Me3,MiniAtlas-L23IT,18441,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L23IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
229,MiniAtlas-L23IT_RNAminus,MiniAtlas-L23IT,18441,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L23IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
230,MiniAtlas-L23IT_RNAplus,MiniAtlas-L23IT,18441,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L23IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
231,MiniAtlas-L34IT_ATAC,MiniAtlas-L34IT,18121,ATAC,./Data/source/MiniAtlas_ATAC_bw/L34IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
232,MiniAtlas-L34IT_K27Ac,MiniAtlas-L34IT,18121,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L34IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
233,MiniAtlas-L34IT_K27Me3,MiniAtlas-L34IT,18121,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L34IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
234,MiniAtlas-L34IT_RNAminus,MiniAtlas-L34IT,18121,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L34IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
235,MiniAtlas-L34IT_RNAplus,MiniAtlas-L34IT,18121,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L34IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
236,MiniAtlas-SST_ATAC,MiniAtlas-SST,16060,ATAC,./Data/source/MiniAtlas_ATAC_bw/SST_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
237,MiniAtlas-SST_K27Ac,MiniAtlas-SST,16060,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/SST_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
238,MiniAtlas-SST_K27Me3,MiniAtlas-SST,16060,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/SST_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
239,MiniAtlas-SST_RNAminus,MiniAtlas-SST,16060,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/SST_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
240,MiniAtlas-SST_RNAplus,MiniAtlas-SST,16060,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/SST_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
241,MiniAtlas-AST_ATAC,MiniAtlas-AST,15984,ATAC,./Data/source/MiniAtlas_ATAC_bw/AST_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
242,MiniAtlas-AST_K27Ac,MiniAtlas-AST,15984,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/AST_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
243,MiniAtlas-AST_K27Me3,MiniAtlas-AST,15984,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/AST_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
244,MiniAtlas-AST_RNAminus,MiniAtlas-AST,15984,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/AST_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
245,MiniAtlas-AST_RNAplus,MiniAtlas-AST,15984,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/AST_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
246,MiniAtlas-L56IT_ATAC,MiniAtlas-L56IT,15846,ATAC,./Data/source/MiniAtlas_ATAC_bw/L56IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
247,MiniAtlas-L56IT_K27Ac,MiniAtlas-L56IT,15846,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L56IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
248,MiniAtlas-L56IT_K27Me3,MiniAtlas-L56IT,15846,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L56IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
249,MiniAtlas-L56IT_RNAminus,MiniAtlas-L56IT,15846,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L56IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
250,MiniAtlas-L56IT_RNAplus,MiniAtlas-L56IT,15846,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L56IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
251,MiniAtlas-OPC_ATAC,MiniAtlas-OPC,15714,ATAC,./Data/source/MiniAtlas_ATAC_bw/OPC_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
252,MiniAtlas-OPC_K27Ac,MiniAtlas-OPC,15714,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/OPC_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
253,MiniAtlas-OPC_K27Me3,MiniAtlas-OPC,15714,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/OPC_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
254,MiniAtlas-OPC_RNAminus,MiniAtlas-OPC,15714,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/OPC_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
255,MiniAtlas-OPC_RNAplus,MiniAtlas-OPC,15714,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/OPC_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
256,MiniAtlas-L45IT_ATAC,MiniAtlas-L45IT,12276,ATAC,./Data/source/MiniAtlas_ATAC_bw/L45IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
257,MiniAtlas-L45IT_K27Ac,MiniAtlas-L45IT,12276,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L45IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
258,MiniAtlas-L45IT_K27Me3,MiniAtlas-L45IT,12276,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L45IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
259,MiniAtlas-L45IT_RNAminus,MiniAtlas-L45IT,12276,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L45IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
260,MiniAtlas-L45IT_RNAplus,MiniAtlas-L45IT,12276,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L45IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
261,MiniAtlas-L2IT_ATAC,MiniAtlas-L2IT,12148,ATAC,./Data/source/MiniAtlas_ATAC_bw/L2IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
262,MiniAtlas-L2IT_K27Ac,MiniAtlas-L2IT,12148,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L2IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
263,MiniAtlas-L2IT_K27Me3,MiniAtlas-L2IT,12148,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L2IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
264,MiniAtlas-L2IT_RNAminus,MiniAtlas-L2IT,12148,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L2IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
265,MiniAtlas-L2IT_RNAplus,MiniAtlas-L2IT,12148,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L2IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
266,MiniAtlas-PVALB_ATAC,MiniAtlas-PVALB,11816,ATAC,./Data/source/MiniAtlas_ATAC_bw/PVALB_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
267,MiniAtlas-PVALB_K27Ac,MiniAtlas-PVALB,11816,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/PVALB_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
268,MiniAtlas-PVALB_K27Me3,MiniAtlas-PVALB,11816,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/PVALB_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
269,MiniAtlas-PVALB_RNAminus,MiniAtlas-PVALB,11816,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/PVALB_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
270,MiniAtlas-PVALB_RNAplus,MiniAtlas-PVALB,11816,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/PVALB_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
271,MiniAtlas-L6IT-1_ATAC,MiniAtlas-L6IT-1,11303,ATAC,./Data/source/MiniAtlas_ATAC_bw/L6IT-1_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
272,MiniAtlas-L6IT-1_K27Ac,MiniAtlas-L6IT-1,11303,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L6IT-1_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
273,MiniAtlas-L6IT-1_K27Me3,MiniAtlas-L6IT-1,11303,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L6IT-1_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
274,MiniAtlas-L6IT-1_RNAminus,MiniAtlas-L6IT-1,11303,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6IT-1_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
275,MiniAtlas-L6IT-1_RNAplus,MiniAtlas-L6IT-1,11303,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6IT-1_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
276,MiniAtlas-VIP_ATAC,MiniAtlas-VIP,8140,ATAC,./Data/source/MiniAtlas_ATAC_bw/VIP_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
277,MiniAtlas-VIP_K27Ac,MiniAtlas-VIP,8140,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/VIP_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
278,MiniAtlas-VIP_K27Me3,MiniAtlas-VIP,8140,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/VIP_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
279,MiniAtlas-VIP_RNAminus,MiniAtlas-VIP,8140,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/VIP_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
280,MiniAtlas-VIP_RNAplus,MiniAtlas-VIP,8140,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/VIP_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
281,MiniAtlas-L35IT_ATAC,MiniAtlas-L35IT,7791,ATAC,./Data/source/MiniAtlas_ATAC_bw/L35IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
282,MiniAtlas-L35IT_K27Ac,MiniAtlas-L35IT,7791,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L35IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
283,MiniAtlas-L35IT_K27Me3,MiniAtlas-L35IT,7791,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L35IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
284,MiniAtlas-L35IT_RNAminus,MiniAtlas-L35IT,7791,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L35IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
285,MiniAtlas-L35IT_RNAplus,MiniAtlas-L35IT,7791,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L35IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
286,MiniAtlas-L6CT_ATAC,MiniAtlas-L6CT,7299,ATAC,./Data/source/MiniAtlas_ATAC_bw/L6CT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
287,MiniAtlas-L6CT_K27Ac,MiniAtlas-L6CT,7299,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L6CT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
288,MiniAtlas-L6CT_K27Me3,MiniAtlas-L6CT,7299,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L6CT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
289,MiniAtlas-L6CT_RNAminus,MiniAtlas-L6CT,7299,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6CT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
290,MiniAtlas-L6CT_RNAplus,MiniAtlas-L6CT,7299,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6CT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
291,MiniAtlas-L6B_ATAC,MiniAtlas-L6B,5779,ATAC,./Data/source/MiniAtlas_ATAC_bw/L6B_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
292,MiniAtlas-L6B_K27Ac,MiniAtlas-L6B,5779,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L6B_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
293,MiniAtlas-L6B_K27Me3,MiniAtlas-L6B,5779,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L6B_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
294,MiniAtlas-L6B_RNAminus,MiniAtlas-L6B,5779,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6B_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
295,MiniAtlas-L6B_RNAplus,MiniAtlas-L6B,5779,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6B_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
296,MiniAtlas-L6IT-2_ATAC,MiniAtlas-L6IT-2,4705,ATAC,./Data/source/MiniAtlas_ATAC_bw/L6IT-2_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
297,MiniAtlas-L6IT-2_K27Ac,MiniAtlas-L6IT-2,4705,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L6IT-2_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
298,MiniAtlas-L6IT-2_K27Me3,MiniAtlas-L6IT-2,4705,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L6IT-2_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
299,MiniAtlas-L6IT-2_RNAminus,MiniAtlas-L6IT-2,4705,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6IT-2_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
300,MiniAtlas-L6IT-2_RNAplus,MiniAtlas-L6IT-2,4705,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L6IT-2_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
301,MiniAtlas-MGC_ATAC,MiniAtlas-MGC,4367,ATAC,./Data/source/MiniAtlas_ATAC_bw/MGC_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
302,MiniAtlas-MGC_K27Ac,MiniAtlas-MGC,4367,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/MGC_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
303,MiniAtlas-MGC_K27Me3,MiniAtlas-MGC,4367,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/MGC_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
304,MiniAtlas-MGC_RNAminus,MiniAtlas-MGC,4367,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/MGC_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
305,MiniAtlas-MGC_RNAplus,MiniAtlas-MGC,4367,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/MGC_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
306,MiniAtlas-L5IT_ATAC,MiniAtlas-L5IT,3903,ATAC,./Data/source/MiniAtlas_ATAC_bw/L5IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
307,MiniAtlas-L5IT_K27Ac,MiniAtlas-L5IT,3903,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L5IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
308,MiniAtlas-L5IT_K27Me3,MiniAtlas-L5IT,3903,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L5IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
309,MiniAtlas-L5IT_RNAminus,MiniAtlas-L5IT,3903,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L5IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
310,MiniAtlas-L5IT_RNAplus,MiniAtlas-L5IT,3903,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L5IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
311,MiniAtlas-CBGA_ATAC,MiniAtlas-CBGA,3354,ATAC,./Data/source/MiniAtlas_ATAC_bw/CBGA_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
312,MiniAtlas-CBGA_K27Ac,MiniAtlas-CBGA,3354,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/CBGA_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
313,MiniAtlas-CBGA_K27Me3,MiniAtlas-CBGA,3354,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/CBGA_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
314,MiniAtlas-CBGA_RNAminus,MiniAtlas-CBGA,3354,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/CBGA_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
315,MiniAtlas-CBGA_RNAplus,MiniAtlas-CBGA,3354,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/CBGA_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
316,MiniAtlas-L56NP_ATAC,MiniAtlas-L56NP,2811,ATAC,./Data/source/MiniAtlas_ATAC_bw/L56NP_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
317,MiniAtlas-L56NP_K27Ac,MiniAtlas-L56NP,2811,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L56NP_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
318,MiniAtlas-L56NP_K27Me3,MiniAtlas-L56NP,2811,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L56NP_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
319,MiniAtlas-L56NP_RNAminus,MiniAtlas-L56NP,2811,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L56NP_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
320,MiniAtlas-L56NP_RNAplus,MiniAtlas-L56NP,2811,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L56NP_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
321,MiniAtlas-L4IT_ATAC,MiniAtlas-L4IT,2665,ATAC,./Data/source/MiniAtlas_ATAC_bw/L4IT_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
322,MiniAtlas-L4IT_K27Ac,MiniAtlas-L4IT,2665,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L4IT_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
323,MiniAtlas-L4IT_K27Me3,MiniAtlas-L4IT,2665,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L4IT_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
324,MiniAtlas-L4IT_RNAminus,MiniAtlas-L4IT,2665,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L4IT_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
325,MiniAtlas-L4IT_RNAplus,MiniAtlas-L4IT,2665,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L4IT_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
